origin_stem_word,counterfactual_stem_word,count,origin_word,counterfactual_word
racquet,racquet,1,racquet,racquet
racquet,knife,1,racquet,knife
walker,desk,1,walker,desk
racquet,babi,1,racquet,baby
walker,window,1,walker,window
walkway,boat,1,walkway,boat
racket,trophi,1,racket,trophy
racket,televis,1,racket,television
walkway,design,1,walkway,design
walkway,road,1,walkway,road
walkway,wall,1,walkway,wall
wall,balloon,1,wall,balloons
wall,barn,1,wall,barn
racket,knife,1,racket,knife
wall,bat,1,wall,bat
wall,bench,1,wall,bench
wall,hors,1,wall,horse
pie,coffe,1,pie,coffee
pizza,beer,1,pizza,beer
paint,water,1,paint,water
pallet,board,1,pallet,board
palac,hous,1,palace,house
palac,background,1,palace,background
pair,view,1,pair,view
pair,thousand,1,pair,thousands
pair,lot,1,pair,lots
pair,hundr,1,pair,Hundreds
wood,glass,1,wood,glass
pair,fleet,1,pair,fleet
wood,kitchen,1,wood,kitchen
wood,manur,1,wood,manure
wood,pastur,1,wood,pasture
packag,metal,1,packaging,metal
paint,tabl,1,paint,table
paint,row,1,paint,row
wood,power,1,wood,power
wood,rain,1,wood,rain
paint,object,1,paint,object
paint,hole,1,paint,hole
paint,flag,1,paint,flag
paint,figur,1,paint,figure
paint,circl,1,paint,circle
pail,play,1,pail,playing
paddl,roll,1,paddle,rolls
palm,christma,1,palm,christmas
palm,mango,1,palm,mango
palm,tea,1,palm,tea
pan,bag,1,pans,bag
pant,robe,1,pants,robe
pant,head,1,pants,head
women,tabl,1,Women,table
pant,boot,1,pants,boots
panel,podium,1,paneling,podium
panel,floor,1,paneling,floor
panda,dog,1,panda,dogs
pancak,sausag,1,pancakes,sausage
pancak,dish,1,pancakes,dish
pancak,breakfast,1,pancakes,breakfast
wood,area,1,wood,area
wood,background,1,wood,background
pan,stove,1,pans,stove
pan,stick,1,pans,stick
pan,pot,1,pans,pots
pan,machin,1,pans,machine
pan,jar,1,pans,jar
pan,food,1,pans,food
wood,bathroom,1,wood,bathroom
pan,counter,1,pans,counter
pan,chair,1,pans,chairs
wood,beach,1,wood,beach
pan,bowl,1,pans,bowl
pad,glass,1,pads,glass
wood,road,1,wood,road
paper,basebal,1,paper,baseball
outdoor,rock,1,outdoor,rock
outsid,step,1,outside,steps
wood,shelv,1,wood,shelves
outsid,bell,1,outside,bell
outlet,car,1,outlets,car
wood,side,1,wood,side
outfit,wig,1,outfits,wig
outfit,green,1,outfits,green
outfield,young,1,outfield,Young
outer,cycl,1,outer,cycling
wood,snow,1,wood,snow
outdoor,subway,1,outdoor,subway
wood,stream,1,wood,stream
pack,pair,1,pack,pair
outdoor,piano,1,outdoor,piano
outdoor,oval,1,outdoor,oval
outdoor,hangar,1,outdoor,hangar
wood,tea,1,wood,tea
outdoor,food,1,outdoor,food
outdoor,end,1,outdoor,end
outdoor,countrysid,1,outdoor,countryside
outdoor,butterfli,1,outdoor,butterflies
other,polic,1,others,police
other,men,1,others,men
other,houston,1,others,Houston
oven,accid,1,oven,accident
oven,airport,1,oven,airport
oven,basement,1,oven,basement
oven,bowl,1,oven,bowl
pack,look,1,pack,look
pack,calf,1,pack,calf
oxen,eleph,1,oxen,elephant
ox,hors,1,ox,horse
ox,employe,1,ox,employee
owner,mother,1,owner,mother
wood,rock,1,wood,rock
owl,bird,1,owl,bird
overpass,arrow,1,overpass,arrow
overhead,sheet,1,overhead,sheets
overcast,window,1,overcast,window
oven,window,1,oven,window
oven,tray,1,oven,tray
oven,stall,1,oven,stall
oven,restaur,1,oven,restaurant
wood,sand,1,wood,sand
oven,plate,1,oven,plate
oven,oval,1,oven,oval
oven,object,1,oven,object
oven,kitchen,1,oven,kitchen
oven,freezer,1,oven,freezer
oven,egg,1,oven,eggs
oven,crust,1,oven,crust
pantri,wall,1,pantry,wall
women,sunglass,1,Women,sunglasses
woman,game,1,woman,game
parket,water,1,parket,water
woman,passeng,1,woman,PASSENGER
woman,patient,1,woman,patient
woman,phone,1,woman,phone
parsley,sauc,1,parsley,sauce
woman,photograph,1,woman,photograph
parsley,mustard,1,parsley,mustard
woman,pizza,1,woman,pizza
parsley,chees,1,parsley,cheese
parrot,bird,1,parrots,bird
parley,ginger,1,parley,ginger
woman,princess,1,woman,princess
park,wood,1,park,wood
woman,sofa,1,woman,sofa
park,wheelchair,1,park,wheelchair
park,water,1,park,water
woman,racket,1,woman,racket
park,traffic,1,park,traffic
park,sun,1,park,sun
park,street,1,park,street
woman,refriger,1,woman,refrigerator
park,stand,1,park,stands
woman,shark,1,woman,shark
park,squar,1,park,square
park,shop,1,park,shop
parti,festiv,1,party,festival
parti,fish,1,party,fish
parti,meet,1,party,meeting
parti,pink,1,party,pink
passeng,shuttl,1,PASSENGER,shuttle
woman,ground,1,woman,ground
passeng,paper,1,PASSENGER,paper
passeng,miniatur,1,PASSENGER,miniature
woman,guy,1,woman,guys
passeng,men,1,PASSENGER,men
passeng,light,1,PASSENGER,lights
woman,it,1,woman,it
passeng,coal,1,PASSENGER,coal
passeng,children,1,PASSENGER,children
passeng,charter,1,PASSENGER,charter
passeng,bart,1,PASSENGER,BART
passeng,amtrak,1,PASSENGER,Amtrak
passang,passeng,1,passanger,PASSENGER
woman,men,1,woman,men
passageway,space,1,passageway,space
pass,manhattan,1,pass,Manhattan
pass,drive,1,pass,driving
pass,bridg,1,pass,bridge
partner,babi,1,partner,baby
parti,santa,1,party,Santa
woman,on,1,woman,on
parti,restaur,1,party,restaurant
park,sand,1,park,sand
park,room,1,park,room
paper,bread,1,paper,Bread
women,sidewalk,1,Women,sidewalk
women,hors,1,Women,horse
women,man,1,Women,man
women,other,1,Women,others
park,bar,1,park,bar
park,air,1,park,air
parent,imagin,1,parent,Imagine
women,parent,1,Women,parent
women,refuge,1,Women,refugees
parallel,truck,1,parallel,truck
parad,crowd,1,parade,crowd
parachut,boat,1,parachute,boat
para,thai,1,para,Thai
park,road,1,park,road
papia,burnt,1,papia,burnt
paperwork,shoulder,1,paperwork,shoulder
paperwork,book,1,paperwork,book
paperwork,accessori,1,paperwork,accessories
paper,wire,1,paper,wires
paper,tv,1,paper,TV
paper,metal,1,paper,metal
paper,hole,1,paper,hole
paper,flower,1,paper,flower
paper,display,1,paper,displays
paper,dinner,1,paper,dinner
women,friend,1,Women,friends
park,center,1,park,center
women,dog,1,Women,dogs
park,chair,1,park,chairs
woman,tenni,1,woman,tennis
park,restaur,1,park,restaurant
park,relax,1,park,relaxing
park,pool,1,park,pool
park,playground,1,park,playground
park,play,1,park,playing
park,pictur,1,park,picture
woman,tree,1,woman,tree
woman,vehicl,1,woman,vehicles
park,neighborhood,1,park,neighborhood
park,hill,1,park,hill
park,highway,1,park,highway
woman,videogam,1,woman,videogame
woman,waiter,1,woman,waiter
park,hat,1,park,hat
woman,wall,1,woman,wall
woman,worker,1,woman,workers
women,bench,1,Women,bench
women,chef,1,Women,chef
women,construct,1,Women,construction
park,dress,1,park,dress
women,coupl,1,Women,couple
park,citi,1,park,city
other,graffiti,1,others,graffiti
other,goat,1,others,goats
other,garbag,1,others,garbage
noodl,rice,1,noodles,rice
yard,street,1,yard,street
notebook,hose,1,notebook,hose
yellow,brown,1,yellow,brown
notebook,desktop,1,notebook,desktop
note,camera,1,note,camera
nose,muzzl,1,nose,muzzle
yellow,car,1,yellow,car
nook,cat,1,nooks,cat
noodl,tofu,1,noodles,tofu
noodl,spaghetti,1,noodles,spaghetti
yellow,dark,1,yellow,dark
yellow,flower,1,yellow,flower
night,home,1,night,home
noodl,meat,1,noodles,meat
yellow,freight,1,yellow,freight
yellow,gold,1,yellow,gold
nightvis,len,1,nightvision,lens
yield,right,1,yields,right
youngster,guy,1,youngster,guys
night,street,1,night,street
youngster,kid,1,youngster,kids
night,school,1,night,school
night,noon,1,night,noon
night,manhattan,1,night,Manhattan
notebook,pencil,1,notebook,pencil
notebook,window,1,notebook,window
yard,rain,1,yard,rain
number,door,1,number,door
object,pillow,1,object,pillow
object,monkey,1,object,monkey
object,island,1,object,islands
object,iphon,1,object,iPhone
object,infant,1,object,infant
object,egg,1,object,eggs
yard,girl,1,yard,girl
object,door,1,object,door
object,bottl,1,object,bottle
yard,india,1,yard,India
yard,plastic,1,yard,plastic
object,bag,1,object,bag
obama,putin,1,Obama,Putin
yard,platform,1,yard,platform
nut,veget,1,nuts,vegetables
nut,chip,1,nuts,chips
nut,banana,1,nuts,banana
nunchuck,consol,1,nunchucks,consoles
yard,play,1,yard,playing
number,queue,1,number,queue
yard,porch,1,yard,porch
number,hand,1,number,hands
number,graffiti,1,number,graffiti
night,hospit,1,night,hospital
night,forest,1,night,forest
other,eye,1,others,eye
zoo,farm,1,zoo,farm
neck,hair,1,neck,hair
zoo,beach,1,zoo,beach
nearbi,men,1,nearby,men
nearbi,deer,1,nearby,deer
natur,bike,1,nature,bike
napkin,napkin,1,napkin,napkin
napkin,cigarett,1,napkin,cigarette
nap,nap,1,nap,nap
nap,break,1,nap,break
mysteri,orang,1,mystery,orange
mustard,wine,1,mustard,wine
zoo,florida,1,zoo,Florida
night,event,1,night,event
zoo,gorilla,1,zoo,gorilla
mustach,smile,1,mustache,smiling
mustach,beard,1,mustache,beard
zoo,kenya,1,zoo,Kenya
museum,show,1,museum,shows
museum,shop,1,museum,shop
museum,safeti,1,museum,safety
museum,car,1,museum,car
muscl,breast,1,muscles,breasts
murder,walk,1,murder,walk
mural,window,1,mural,window
neckti,food,1,neckties,food
neckti,sunglass,1,neckties,sunglasses
zone,meter,1,zone,meter
zombi,halloween,1,zombie,Halloween
youth,man,1,youth,man
night,day,1,night,day
night,citi,1,night,city
newspap,tree,1,newspapers,tree
zebra,boy,1,zebras,boys
news,tissu,1,news,tissue
net,tree,1,net,tree
net,equip,1,net,equipment
zebra,cattl,1,zebras,cattle
net,cart,1,net,cart
net,beach,1,net,beach
neon,pink,1,neon,pink
neon,orang,1,neon,orange
neighborhood,villag,1,neighborhood,village
neighborhood,street,1,neighborhood,street
neighborhood,road,1,neighborhood,road
neighborhood,place,1,neighborhood,place
zebra,plant,1,zebras,plant
zebra,sheep,1,zebras,sheep
neighborhood,park,1,neighborhood,park
neighborhood,dirt,1,neighborhood,dirt
neighborhood,counti,1,neighborhood,county
needl,tree,1,needles,tree
observ,women,1,observers,Women
obstacl,alley,1,obstacle,alley
obstacl,intersect,1,obstacle,intersection
work,laundri,1,work,laundry
orang,oak,1,orange,oak
work,cpr,1,work,CPR
work,dump,1,work,dump
orang,lone,1,orange,lone
orang,leav,1,orange,leaves
orang,jar,1,orange,jar
orang,island,1,orange,islands
orang,hous,1,orange,house
orang,grape,1,orange,grapes
work,hotel,1,work,hotel
orang,glass,1,orange,glass
work,men,1,work,men
obstacl,light,1,obstacle,lights
orang,flower,1,orange,flower
orang,fish,1,orange,fish
orang,dozen,1,orange,dozen
work,pickup,1,work,pickup
work,train,1,work,train
orang,dish,1,orange,dish
orang,cider,1,orange,cider
orang,carrot,1,orange,carrot
work,up,1,work,up
worker,kid,1,workers,kids
orang,banana,1,orange,banana
work,bathroom,1,work,bathroom
wool,manur,1,wool,manure
wool,ear,1,wool,ear
orang,olymp,1,orange,Olympic
other,duck,1,others,ducks
other,car,1,others,car
other,bull,1,others,bull
other,banner,1,others,banner
ornat,grandfath,1,ornate,grandfather
ornament,statu,1,ornament,statue
wood,them,1,wood,them
ornament,emblem,1,ornament,emblem
wooden,alarm,1,wooden,alarm
organ,antiqu,1,organize,antique
orang,yamaha,1,orange,Yamaha
orang,window,1,orange,window
wooden,brass,1,wooden,brass
wooden,grandfath,1,wooden,grandfather
orang,water,1,orange,water
orang,tree,1,orange,tree
orang,today,1,orange,today
wooden,park,1,wooden,park
woodland,retro,1,woodland,retro
orang,plastic,1,orange,plastic
orang,pizza,1,orange,pizza
orang,pink,1,orange,pink
woodpil,hous,1,woodpile,house
orang,automobil,1,orange,automobile
orang,approach,1,orange,approaches
worker,peopl,1,workers,people
offic,arm,1,office,arm
offic,alley,1,office,alley
oerson,child,1,oerson,childs
wrap,light,1,wrapped,lights
ocean,sunset,1,ocean,sunset
ocean,street,1,ocean,street
ocean,sky,1,ocean,sky
wrap,sandwich,1,wrapped,sandwich
ocean,pool,1,ocean,pool
write,smoke,1,writes,smoking
write,water,1,writes,water
ocean,mediterranean,1,ocean,Mediterranean
ocean,lake,1,ocean,lake
ocean,intersect,1,ocean,intersection
ocean,horizon,1,ocean,horizon
ocean,highway,1,ocean,highway
ocean,field,1,ocean,field
yard,bridg,1,yard,bridge
yard,corner,1,yard,corner
ocean,build,1,ocean,building
ocean,area,1,ocean,area
ocean,airport,1,ocean,airport
obstacl,olymp,1,obstacle,Olympic
obstacl,ocean,1,obstacle,ocean
wrap,beer,1,wrapped,beer
wrap,bacon,1,wrapped,bacon
worker,waiter,1,workers,waiter
offic,brick,1,office,brick
orang,antiqu,1,orange,antique
worker,women,1,workers,Women
world,compani,1,world,company
world,hous,1,world,house
worm,rice,1,worms,rice
onlook,employe,1,onlooker,employee
worn,billboard,1,worn,billboard
onion,spoon,1,onions,spoon
onion,orang,1,onions,orange
one,women,1,one,Women
one,junk,1,one,junk
one,girl,1,one,girl
oliv,pork,1,olives,pork
oil,vinegar,1,oil,vinegar
oil,china,1,oil,China
woven,fruit,1,woven,fruit
offic,write,1,office,writes
offic,voic,1,office,voice
offic,school,1,office,school
offic,media,1,office,media
offic,man,1,office,man
woven,picnic,1,woven,picnic
offic,game,1,office,game
woman,groom,1,woman,groom
passeng,to,1,PASSENGER,TO
pizza,bacon,1,pizza,bacon
picnic,box,1,picnic,boxes
pictur,bed,1,picture,bed
pictur,bath,1,picture,baths
pictur,barn,1,picture,barn
wild,wood,1,wild,wood
wilder,desert,1,wilderness,desert
picnic,photo,1,picnic,photo
picnic,kitchen,1,picnic,kitchen
picnic,fire,1,picnic,fire
wilder,foreground,1,wilderness,foreground
picnic,dine,1,picnic,dining
picnic,coffe,1,picnic,coffee
pickup,fire,1,pickup,fire
photograph,model,1,photograph,model
wilder,forest,1,wilderness,forest
wilder,nile,1,wilderness,Nile
pickup,challeng,1,pickup,Challenger
pick,verizon,1,pick,Verizon
picin,restaur,1,picinic,restaurant
piano,tabl,1,piano,table
piano,string,1,piano,string
photographi,fluoresc,1,photography,fluorescent
photographi,comput,1,photography,computer
photograph,video,1,photograph,video
wildlif,plant,1,wildlife,plant
pictur,bicycl,1,picture,bicycle
wii,video,1,wii,video
pictur,box,1,picture,boxes
pictur,breath,1,picture,breath
whine,wine,1,whine,wine
whoa,stop,1,whoa,Stop
pictur,river,1,picture,river
pictur,replica,1,picture,replica
pictur,peek,1,picture,peeks
width,mouth,1,width,mouths
pictur,music,1,picture,music
wig,backpack,1,wig,backpack
pictur,model,1,picture,model
pictur,map,1,picture,map
wii,ball,1,wii,ball
pictur,lamp,1,picture,lamp
pictur,group,1,picture,group
pictur,glimps,1,picture,glimpse
pictur,fireplac,1,picture,fireplace
pictur,door,1,picture,door
wii,kid,1,wii,kids
pictur,custom,1,picture,customer
pictur,cooki,1,picture,cookies
pictur,cartoon,1,picture,cartoon
pictur,car,1,picture,car
wii,tv,1,wii,TV
pictur,candl,1,picture,candle
photograph,toilet,1,photograph,toilets
wind,bird,1,wind,bird
wheel,speed,1,wheel,speed
phone,camera,1,phone,camera
phone,printer,1,phone,printer
phone,plate,1,phone,plate
phone,laptop,1,phone,laptop
phone,iphon,1,phone,iPhone
phone,ipad,1,phone,iPad
phone,head,1,phone,head
phone,gun,1,phone,guns
window,camera,1,window,camera
phone,doll,1,phone,dolls
phone,desk,1,phone,desk
phone,comput,1,phone,computer
phone,bowl,1,phone,bowl
wind,mini,1,wind,mini
phone,bed,1,phone,bed
phone,batteri,1,phone,battery
personnel,women,1,personnel,Women
window,car,1,window,car
person,window,1,person,window
person,walk,1,person,walk
window,carpet,1,window,carpet
window,center,1,window,center
window,church,1,window,church
person,video,1,person,video
person,vet,1,person,vet
phone,rope,1,phone,rope
phone,sidewalk,1,phone,sidewalk
phone,sign,1,phone,sign
phone,smile,1,phone,smiling
photograph,draw,1,photograph,drawing
photograph,construct,1,photograph,construction
wind,statu,1,wind,statue
photograph,car,1,photograph,car
photo,woman,1,photo,woman
photo,view,1,photo,view
photo,video,1,photo,video
photo,sketch,1,photo,sketch
photo,shot,1,photo,shots
wind,video,1,wind,video
photo,screenshot,1,photo,screenshots
photo,scene,1,photo,scene
windmil,barn,1,windmill,barn
windmil,tree,1,windmill,tree
photo,kind,1,photo,kinds
window,cage,1,window,cage
photo,bridg,1,photo,bridge
photo,audienc,1,photo,audience
phonebooth,car,1,phonebooth,car
phone,video,1,phone,video
phone,up,1,phone,up
phone,tower,1,phone,tower
phone,someth,1,phone,something
while,rice,1,while,rice
wheel,paint,1,wheel,paint
passeng,vw,1,PASSENGER,VW
pink,flower,1,pink,flower
pink,samsung,1,pink,Samsung
pink,rose,1,pink,roses
wave,reflect,1,wave,reflection
wave,rock,1,wave,rock
pink,rock,1,pink,rock
pink,quad,1,pink,quad
pink,picnic,1,pink,picnic
pink,park,1,pink,park
pink,nokia,1,pink,Nokia
pink,hospit,1,pink,hospital
pink,govern,1,pink,government
pink,cute,1,pink,cute
pillow,tree,1,pillow,tree
pink,custom,1,pink,customer
pink,comb,1,pink,comb
wave,sand,1,wave,sand
pineappl,pot,1,pineapple,pots
pineappl,banana,1,pineapple,banana
pin,pen,1,pin,pen
pin,group,1,pin,group
wave,someth,1,wave,something
pin,build,1,pin,building
pilot,parachut,1,pilot,parachute
wave,storm,1,wave,storm
pink,school,1,pink,school
wave,plane,1,wave,plane
wave,peopl,1,wave,people
pink,sea,1,pink,sea
pizza,appl,1,pizza,apple
pitcher,refriger,1,pitcher,refrigerator
wave,golf,1,wave,golf
pitcher,player,1,pitcher,player
pitcher,person,1,pitcher,person
pitcher,outfield,1,pitcher,outfield
pitcher,kid,1,pitcher,kids
pitcher,fan,1,pitcher,fan
pitcher,coach,1,pitcher,coach
pitcher,catcher,1,pitcher,catchers
pitcher,bottl,1,pitcher,bottle
pitch,yanke,1,pitch,Yankees
pitch,workout,1,pitch,workout
pitch,catcher,1,pitch,catchers
wave,hous,1,wave,house
pita,thing,1,Pitas,things
pit,skate,1,pit,skate
wave,motorcycl,1,wave,motorcycle
pipe,object,1,pipe,object
pipe,build,1,pipe,building
pink,t,1,pink,t
pink,stone,1,pink,stone
pink,snowi,1,pink,snowy
pillow,velvet,1,pillow,velvet
wave,sun,1,wave,sun
wheel,lawn,1,wheel,lawn
weed,someon,1,weeds,someone
pie,sandwich,1,pie,sandwich
pie,oven,1,pie,oven
pie,freez,1,pie,freeze
roadway,standbi,1,roadway,standby
pie,carrot,1,pie,carrot
wedg,chip,1,wedges,chips
pie,cake,1,pie,cake
pictur,world,1,picture,world
pictur,woman,1,picture,woman
pictur,window,1,picture,window
weed,it,1,weeds,it
pictur,time,1,picture,time
pillow,spring,1,pillow,springs
weed,street,1,weeds,street
pictur,tabl,1,picture,table
wharehous,truck,1,wharehouse,truck
wheel,bag,1,wheel,bag
pictur,sun,1,picture,sun
pictur,stroll,1,picture,stroll
pictur,speaker,1,picture,speaker
pictur,skull,1,picture,skull
wheel,hair,1,wheel,hair
pictur,skeleton,1,picture,skeletons
pictur,silhouett,1,picture,silhouette
wear,water,1,wear,water
wear,shoe,1,wear,shoes
way,tunnel,1,way,tunnel
way,light,1,way,lights
pillow,shelf,1,pillow,shelf
pillow,flower,1,pillow,flower
wave,tree,1,wave,tree
wave,tunnel,1,wave,tunnel
pile,ice,1,pile,ice
pile,box,1,pile,boxes
wave,water,1,wave,water
pigeon,chicken,1,pigeon,chicken
wave,wet,1,wave,wet
way,countri,1,way,country
pig,flag,1,pigs,flag
pier,trail,1,pier,trail
pier,structur,1,pier,structure
pier,shark,1,pier,shark
way,eye,1,way,eye
pier,pier,1,pier,pier
pier,hous,1,pier,house
pier,beach,1,pier,beach
piec,frost,1,piece,frosting
piec,doll,1,piece,dolls
way,hazard,1,way,hazard
piec,ball,1,piece,ball
pie,set,1,pie,set
window,couch,1,window,couch
person,tree,1,person,tree
person,teenag,1,person,teenager
pedestrian,children,1,pedestrians,children
pen,area,1,pen,area
peg,glass,1,peg,glass
peg,chess,1,peg,chess
peer,hous,1,peer,house
peeler,salad,1,peeler,salad
peel,tomato,1,peel,tomatoes
peel,box,1,peel,boxes
peek,jump,1,peeks,jumping
pedestrian,women,1,pedestrians,Women
pedestrian,vehicl,1,pedestrians,vehicles
pedestrian,student,1,pedestrians,students
peddl,park,1,peddling,park
paw,head,1,paws,head
pear,mug,1,pear,mug
pear,book,1,pear,book
peanut,strawberri,1,peanuts,strawberry
peacoat,dress,1,peacoat,dress
peach,veget,1,peach,vegetables
peach,orang,1,peach,orange
pea,chicken,1,peas,chicken
pc,laptop,1,PC,laptop
pc,knife,1,PC,knife
pay,charg,1,pay,charge
woman,california,1,woman,California
pen,box,1,pen,boxes
woman,bun,1,woman,bun
woman,bronz,1,woman,bronze
pen,den,1,pen,den
peopl,eleph,1,people,elephant
peopl,dog,1,people,dogs
peopl,cook,1,people,cooks
peopl,chicago,1,people,Chicago
woman,bed,1,woman,bed
peopl,chef,1,people,chef
peopl,car,1,people,car
peopl,canada,1,people,Canada
peopl,buse,1,people,buses
peopl,brother,1,people,brothers
woman,bride,1,woman,bride
peopl,boat,1,people,boat
peopl,bird,1,people,bird
peopl,bicycl,1,people,bicycle
peopl,anim,1,people,animal
penguin,tree,1,penguin,tree
pencil,newspap,1,pencil,newspapers
pencil,book,1,pencil,book
pen,tree,1,pen,tree
pen,sticker,1,pen,sticker
pen,shed,1,pen,sheds
pen,row,1,pen,row
pen,flower,1,pen,flower
pay,cell,1,pay,cell
woman,camera,1,woman,camera
person,teacher,1,person,teachers
woman,dog,1,woman,dogs
pastri,silverwar,1,pastry,silverware
woman,cow,1,woman,cows
woman,crowd,1,woman,crowd
pastri,rice,1,pastry,rice
woman,custom,1,woman,customer
woman,cutter,1,woman,cutter
pastri,piec,1,pastry,piece
pastri,pie,1,pastry,pie
pastri,pastri,1,pastry,pastry
pastri,dish,1,pastry,dish
pastri,cooki,1,pastry,cookies
woman,down,1,woman,down
paw,coat,1,paws,coat
pastri,bowl,1,pastry,bowl
pastri,bar,1,pastry,bar
woman,eat,1,woman,eating
pastri,banana,1,pastry,banana
woman,farmer,1,woman,farmer
woman,figur,1,woman,figure
pasteri,pastri,1,pastery,pastry
pasta,salad,1,pasta,salad
pasta,kale,1,pasta,kale
woman,friend,1,woman,friends
passeng,wooden,1,PASSENGER,wooden
pastur,bed,1,pasture,bed
pastur,crowd,1,pasture,crowd
woman,coupl,1,woman,couple
pastur,fruit,1,pasture,fruit
pavilion,bridg,1,pavilion,bridge
pavement,skate,1,pavement,skate
pavement,park,1,pavement,park
pavement,moon,1,pavement,moon
pavement,ground,1,pavement,ground
pavement,campu,1,pavement,campus
pattern,stain,1,pattern,stains
woman,chest,1,woman,chest
patio,woman,1,patio,woman
patio,room,1,patio,room
patio,picnic,1,patio,picnic
patio,barn,1,patio,barn
pathway,road,1,pathway,road
pathway,mountain,1,pathway,mountain
woman,chri,1,woman,Chris
path,stair,1,path,stairs
woman,cigarett,1,woman,cigarette
path,highway,1,path,highway
path,field,1,path,field
pate,plate,1,pate,plate
pastur,valley,1,pasture,valley
woman,couch,1,woman,couch
pastur,park,1,pasture,park
wolf,it,1,wolf,it
peopl,firework,1,people,fireworks
wire,wall,1,wires,wall
person,car,1,person,car
window,light,1,window,lights
person,desk,1,person,desk
person,cyclist,1,person,cyclist
window,microwav,1,window,microwave
person,cozi,1,person,cozy
person,cowboy,1,person,cowboy
window,mountain,1,window,mountain
person,cow,1,person,cows
person,coupl,1,person,couple
window,night,1,window,night
window,pipe,1,window,pipe
person,by,1,person,by
peopl,food,1,people,food
window,shelter,1,window,shelter
person,boat,1,person,boat
person,board,1,person,board
window,toilet,1,window,toilets
window,traffic,1,window,traffic
person,bed,1,person,bed
person,baker,1,person,baker
person,anim,1,person,animal
period,offic,1,period,office
windowsil,left,1,windowsill,left
perform,video,1,performance,video
person,famili,1,person,family
person,farmer,1,person,farmer
window,letter,1,window,letter
person,foreground,1,person,foreground
window,desk,1,window,desk
person,sit,1,person,sits
window,dog,1,window,dogs
person,robot,1,person,robot
person,protest,1,person,protesters
window,furnitur,1,window,furniture
person,plane,1,person,plane
person,men,1,person,men
window,garag,1,window,garage
person,ladi,1,person,ladies
window,glass,1,window,glass
person,kitten,1,person,kitten
window,grass,1,window,grass
window,hole,1,window,hole
window,insid,1,window,INSIDE
window,lamp,1,window,lamp
person,hind,1,person,hind
person,highway,1,person,highway
person,herself,1,person,herself
person,hand,1,person,hands
window,lane,1,window,lane
person,guard,1,person,guard
window,len,1,window,lens
perform,men,1,performance,men
pepsi,coffe,1,pepsi,coffee
pepsi,beer,1,pepsi,beer
peopl,resid,1,people,residence
peopl,pool,1,people,pool
wing,rock,1,wings,rock
winter,pink,1,winter,pink
peopl,plane,1,people,plane
wipe,candi,1,wipes,candy
wire,charger,1,wires,charger
peopl,noth,1,people,nothing
peopl,money,1,people,money
wire,citi,1,wires,city
peopl,market,1,people,market
wire,devic,1,wires,devices
wire,earth,1,wires,Earth
peopl,life,1,people,Life
wire,monitor,1,wires,monitor
wire,other,1,wires,others
peopl,hors,1,people,horse
peopl,hole,1,people,hole
peopl,herself,1,people,herself
wire,snow,1,wires,snow
peopl,groceri,1,people,grocery
wire,space,1,wires,space
wire,tower,1,wires,tower
wire,tree,1,wires,tree
wine,wed,1,wine,wedding
wine,sauc,1,wine,sauce
pepperocini,bowl,1,pepperocini,bowl
peopl,shark,1,people,shark
pepper,squash,1,peppers,squash
windowsil,tabl,1,windowsill,table
windshield,hood,1,windshield,hood
pepper,kale,1,peppers,kale
pepper,ham,1,peppers,ham
pepper,chees,1,peppers,cheese
pepper,bacon,1,peppers,bacon
windshield,trunk,1,windshield,trunks
windsurf,coupl,1,windsurfer,couple
wine,bacon,1,wine,bacon
peopl,water,1,people,water
peopl,walk,1,people,walk
peopl,victim,1,people,victims
peopl,tree,1,people,tree
peopl,tent,1,people,tent
peopl,teenag,1,people,teenager
peopl,taxi,1,people,taxi
peopl,sunshin,1,people,sunshine
wine,cup,1,wine,cups
peopl,soldier,1,people,soldiers
peopl,smoke,1,people,smoking
wine,glass,1,wine,glass
peopl,shop,1,people,shop
roadway,school,1,roadway,school
valley,park,1,valley,park
roadway,street,1,roadway,street
stone,snow,1,stone,snow
stop,depot,1,Stop,depot
stop,cross,1,Stop,cross
stool,tree,1,stools,tree
stool,tabl,1,stools,table
stool,shelf,1,stools,shelf
traffic,home,1,traffic,home
stool,light,1,stools,lights
stool,child,1,stools,childs
stone,wood,1,stone,wood
stone,water,1,stone,water
stone,tile,1,stone,tile
stone,rock,1,stone,rock
stock,up,1,stock,up
stone,other,1,stone,others
stone,monkey,1,stone,monkey
stone,metal,1,stone,metal
stone,marbl,1,stone,marble
stone,concret,1,stone,concrete
stone,canyon,1,stone,canyon
stone,burn,1,stone,burning
stone,brick,1,stone,brick
stone,box,1,stone,boxes
stone,bedroom,1,stone,bedroom
stone,apart,1,stone,apartment
stop,highway,1,Stop,highway
stop,light,1,Stop,lights
traffic,graffiti,1,traffic,graffiti
traffic,flow,1,traffic,flow
store,stand,1,store,stands
store,room,1,store,room
store,restaur,1,store,restaurant
tractor,truck,1,tractor,truck
store,museum,1,store,museum
store,london,1,store,London
traffic,bike,1,traffic,bike
traffic,california,1,traffic,California
store,door,1,store,door
store,corner,1,store,corner
store,chicken,1,store,chicken
store,build,1,store,building
store,apart,1,store,apartment
storag,soup,1,storage,Soup
storag,peel,1,storage,peel
stoplight,river,1,stoplight,river
stoplight,point,1,stoplight,point
traffic,cardboard,1,traffic,cardboard
stop,torch,1,Stop,torch
