original_stem_word,counterfactual_stem_word,count
seminar,trip,1
servic,garbag,1
shadow,back,1
bird,plane,1
sign,exhibit,1
seat,weapon,1
shadow,thing,1
shape,car,1
bird,rib,1
shawl,ribbon,1
sign,field,1
sidewalk,train,1
blender,devic,1
sheep,bird,1
blender,situat,1
sheep,by,1
bird,park,1
shelf,flower,1
blender,box,1
show,park,1
blanket,hand,1
shirt,shoe,1
shore,sydney,1
blanket,shirt,1
blanket,flower,1
short,beard,1
blanket,toy,1
shirt,beard,1
short,glove,1
blanket,umbrella,1
short,hawaii,1
blanket,curtain,1
ship,peopl,1
short,sunglass,1
short,tie,1
shoulder,dress,1
show,dealership,1
shore,rail,1
shore,hill,1
shop,sign,1
shoe,boot,1
shoe,leash,1
shoe,one,1
blanket,owner,1
shoe,thing,1
shoe,children,1
shoe,wheel,1
shop,beach,1
blanket,mattress,1
shop,plastic,1
shop,car,1
shoe,bodi,1
shop,golf,1
bird,man,1
blanket,leav,1
shop,hous,1
blanket,screen,1
show,duck,1
blazer,head,1
birthday,block,1
shepard,boy,1
bleacher,someth,1
shelf,desk,1
sheet,sofa,1
sidewalk,border,1
sheet,carrot,1
sheepdog,bull,1
sheep,rabbit,1
sheep,puppi,1
bite,hold,1
sidewalk,cart,1
sidewalk,deck,1
sheep,lamb,1
sidewalk,grass,1
sidewalk,ground,1
sidewalk,highway,1
bit,rail,1
birthday,dinner,1
blanket,bench,1
blanket,book,1
shelf,store,1
side,coach,1
shower,sink,1
shower,stove,1
shelv,wire,1
shower,woman,1
shrub,grass,1
shrubberi,grass,1
sibl,boy,1
shell,leav,1
sidewalk,bank,1
side,floor,1
side,group,1
side,head,1
side,light,1
shelf,wall,1
side,river,1
shelf,tree,1
sign,grass,1
couch,carpet,1
sign,ice,1
soup,metal,1
someth,deer,1
someth,flower,1
someth,gun,1
someth,milk,1
someth,onion,1
someth,passeng,1
bench,sit,1
someth,superman,1
bench,shade,1
bench,roof,1
soup,broth,1
soup,serv,1
someon,video,1
soup,sit,1
soup,stew,1
spa,pink,1
spam,beer,1
spam,pop,1
sparkl,paper,1
spectat,imagin,1
spectat,kid,1
spectat,student,1
bench,lot,1
speedboat,yacht,1
someth,coal,1
someon,trump,1
spice,wine,1
soccer,game,1
snow,fog,1
snow,jet,1
snow,mountain,1
snow,rink,1
snow,river,1
beverag,ice,1
snowboard,camera,1
snowi,fenc,1
snowi,rocki,1
soap,water,1
beverag,dish,1
soccer,tenni,1
berri,chocol,1
soda,beer,1
soda,beverag,1
soda,chip,1
soda,notebook,1
soda,trash,1
beverag,children,1
sofa,tv,1
berri,fruit,1
soldier,men,1
someon,children,1
someon,girl,1
spice,coat,1
splash,turn,1
snow,cloud,1
beer,water,1
stake,tree,1
bell,rope,1
bell,it,1
believ,hollywood,1
stall,pen,1
beig,gold,1
stall,sink,1
stanc,street,1
stand,babi,1
stand,cross,1
stand,joint,1
beer,stair,1
stair,path,1
beer,sign,1
stand,market,1
stand,night,1
stand,park,1
stand,play,1
stand,sidewalk,1
stand,sit,1
stand,sleep,1
stand,tree,1
stand,varieti,1
star,flower,1
staircas,street,1
stair,light,1
splash,walk,1
spray,food,1
bench,hous,1
split,cake,1
split,peel,1
bench,floor,1
spoon,mirror,1
spoon,potato,1
sport,footbal,1
bench,driveway,1
sport,photographi,1
bench,car,1
spot,line,1
spread,banana,1
stage,foot,1
spread,sugar,1
sprinkl,stripe,1
squad,dispos,1
squar,beer,1
squar,heart,1
bench,area,1
st,avenu,1
bellbottom,jean,1
stadium,cleveland,1
stadium,court,1
stadium,toronto,1
snow,dark,1
snow,canada,1
bird,lion,1
bike,night,1
sink,cabinet,1
bill,ball,1
bike,tree,1
sink,complet,1
sink,corner,1
sink,door,1
sink,freezer,1
bike,polic,1
sink,mirror,1
sink,pattern,1
sink,room,1
bike,leg,1
billboard,car,1
bike,leash,1
bike,hous,1
bike,helicopt,1
bike,heart,1
bike,camera,1
bike,bike,1
bicyclist,bicyclist,1
skate,clip,1
skate,fish,1
skateboard,bike,1
skateboard,peni,1
sink,box,1
sink,bag,1
skateboard,wire,1
bird,bat,1
sign,level,1
bird,grass,1
sign,map,1
sign,peopl,1
sign,ramp,1
bird,fish,1
sign,sit,1
sign,someth,1
bird,duck,1
bird,cow,1
bird,cat,1
sign,wheel,1
billboard,gun,1
sign,window,1
biplan,car,1
sill,chair,1
bin,it,1
silver,brown,1
silver,flower,1
silver,microwav,1
bin,box,1
silver,sheet,1
silverwar,potato,1
sing,sign,1
skateboard,stand,1
blender,window,1
snow,alp,1
smartphon,hat,1
slab,wall,1
sleep,bed,1
sleep,hous,1
sleep,play,1
slice,buy,1
slide,middl,1
bicycl,gun,1
bicycl,dog,1
slope,road,1
slope,sidewalk,1
slope,street,1
smile,climb,1
sky,video,1
smile,herd,1
bicycl,box,1
smile,smoke,1
bicycl,bicycl,1
beverag,wine,1
snapshot,video,1
sneaker,blanket,1
sneaker,kitten,1
sneaker,leg,1
sneaker,pant,1
sneaker,pillow,1
skylin,street,1
sky,tree,1
ski,alaska,1
skii,boston,1
ski,back,1
ski,feet,1
ski,line,1
ski,race,1
ski,rope,1
skier,group,1
skier,guy,1
skier,hiker,1
bicycl,sign,1
bicycl,pole,1
skier,woman,1
skillet,microwav,1
sky,tabl,1
skillet,tabl,1
bicycl,pictur,1
skirt,bikini,1
sky,background,1
sky,bike,1
sky,cloud,1
sky,flower,1
sky,hat,1
sky,mist,1
sky,moon,1
sky,suit,1
seat,paper,1
rug,tabl,1
seat,man,1
produc,street,1
pot,shot,1
potato,pizza,1
bottl,cup,1
potato,seafood,1
power,railway,1
practic,wait,1
prepar,carri,1
presid,man,1
pretti,berlin,1
printer,keyboard,1
prison,rainbow,1
bottl,candl,1
product,food,1
purpl,citi,1
product,furnitur,1
bottl,bucket,1
project,phone,1
projector,robot,1
bottl,babi,1
prop,spi,1
propel,fighter,1
protest,parad,1
public,user,1
puddl,row,1
puddl,sourc,1
boquet,bed,1
pot,kitchen,1
bottl,leav,1
pot,food,1
pot,cup,1
pole,sidewalk,1
pole,snowbal,1
bowl,chicken,1
pole,stick,1
pole,sword,1
pole,wall,1
polic,refus,1
bowl,board,1
poni,dog,1
bowl,bag,1
pool,bridg,1
bow,ocean,1
bow,flower,1
bow,cup,1
portrait,selfi,1
pose,walk,1
pose,wave,1
bouttonier,note,1
post,build,1
bottl,pool,1
post,pole,1
bottl,peopl,1
post,rock,1
pot,book,1
pot,bowl,1
purpl,blue,1
purpl,line,1
seat,hors,1
ramp,highway,1
book,pictur,1
rail,speed,1
rail,tabl,1
rail,tunnel,1
railroad,commut,1
railroad,platform,1
rain,delhi,1
rain,sun,1
rainbow,beach,1
ramp,bike,1
ramp,bridg,1
ramp,build,1
book,mattress,1
purs,tree,1
ramp,mountain,1
ramp,sidewalk,1
rang,desk,1
rang,fireplac,1
rapper,clip,1
read,custom,1
recept,ceremoni,1
recept,restaur,1
reddish,tree,1
book,face,1
reflect,age,1
reflect,flower,1
rail,rock,1
rail,road,1
rail,pavement,1
rail,path,1
quad,donkey,1
booth,store,1
boot,blue,1
race,dirt,1
bookshelv,fire,1
race,railroad,1
racer,men,1
rack,box,1
rack,tree,1
racket,babi,1
book,video,1
racket,cane,1
racket,child,1
racket,drink,1
racket,friend,1
racket,stick,1
racket,televis,1
racket,woman,1
racquet,babi,1
racquet,gun,1
racquet,racquet,1
rad,road,1
rail,bike,1
rail,curb,1
rail,downtown,1
pole,it,1
pole,gate,1
bowl,drink,1
plant,hous,1
plane,rocket,1
plane,them,1
planner,mous,1
plant,air,1
plant,banana,1
plant,candl,1
plant,crystal,1
plant,dog,1
plant,duck,1
boy,dancer,1
plant,goat,1
plant,grass,1
boy,bull,1
pole,door,1
boy,babi,1
plant,toilet,1
plant,tool,1
plant,tree,1
planter,tokyo,1
plate,background,1
boxer,famili,1
plate,banana,1
plate,basket,1
plate,bench,1
box,wed,1
plate,bottl,1
plane,line,1
boy,it,1
plane,flag,1
plane,engin,1
bread,meat,1
bread,food,1
pizza,meat,1
pizza,mirror,1
bread,chicken,1
pizza,plate,1
branch,rope,1
pizza,slice,1
pizza,someth,1
pizza,stick,1
pizza,tabl,1
pizza,them,1
pizza,tomato,1
pizza,veget,1
boy,woman,1
place,greet,1
plaid,babi,1
plaid,orang,1
plain,brazil,1
plain,hill,1
plain,lake,1
plain,nile,1
plain,zoo,1
boy,pilot,1
plane,craft,1
box,veget,1
box,tray,1
box,tabl,1
platter,bread,1
bowl,rifl,1
player,ball,1
player,bat,1
player,boy,1
player,card,1
player,court,1
player,diamond,1
player,game,1
player,girl,1
player,mom,1
player,racket,1
playground,park,1
playground,tree,1
plaza,area,1
plaza,citi,1
bowl,plate,1
plaza,plaza,1
plaza,store,1
bowl,pile,1
plow,hors,1
plunger,bucket,1
pole,background,1
pole,bench,1
pole,bridg,1
bowl,man,1
platter,video,1
platform,track,1
box,stick,1
platform,park,1
box,slice,1
box,pink,1
plate,cart,1
box,piec,1
plate,chees,1
plate,cloth,1
box,peopl,1
box,lion,1
plate,invas,1
plate,knife,1
plate,light,1
plate,line,1
plate,lot,1
plate,man,1
plate,mound,1
plate,phone,1
box,bucket,1
plate,shirt,1
box,bowl,1
bowti,dress,1
plate,towel,1
plate,train,1
bowl,veget,1
plate,window,1
bowl,tray,1
reflect,head,1
refriger,bottl,1
refriger,chair,1
runner,man,1
rope,ring,1
rope,snow,1
round,stainless,1
round,tenni,1
blue,dirti,1
row,pair,1
rug,couch,1
blue,coffe,1
rug,sink,1
stare,hang,1
rug,toilet,1
run,water,1
runway,field,1
blurri,foot,1
runway,fire,1
blue,cloudi,1
runway,hill,1
runway,plane,1
runway,runway,1
sail,bar,1
sail,jump,1
sail,lobster,1
sail,shrimp,1
sail,tree,1
sailboat,boat,1
salad,bowl,1
rope,horn,1
rope,fur,1
rope,fenc,1
rope,belt,1
rock,pictur,1
rock,stick,1
blue,wagon,1
rock,water,1
roll,box,1
blue,subway,1
roof,hood,1
roof,street,1
blue,purpl,1
room,action,1
room,box,1
room,cabinet,1
room,church,1
blue,pool,1
blue,picnic,1
room,head,1
room,home,1
room,hospit,1
blue,night,1
blue,morn,1
room,scene,1
room,tank,1
room,town,1
roomin,room,1
rope,bean,1
salad,cake,1
salad,juic,1
salad,salad,1
sausag,meat,1
school,citi,1
school,passeng,1
scissor,bowl,1
block,board,1
scissor,key,1
scissor,ribbon,1
scissor,someth,1
scissor,tablet,1
scissor,wire,1
blinder,owner,1
blind,store,1
scraper,night,1
screen,boy,1
screen,button,1
sculptur,chair,1
sculptur,farm,1
sculptur,model,1
sculptur,paint,1
sculptur,pillar,1
sculptur,tabl,1
sea,lake,1
blind,hous,1
blender,woman,1
seashel,peopl,1
seat,crate,1
scene,park,1
sausag,chees,1
salad,sandwich,1
sauc,veget,1
salad,tomato,1
salad,water,1
sale,display,1
salmon,chicken,1
sand,background,1
sand,dirt,1
sand,florida,1
sand,foreground,1
sand,forest,1
sand,grass,1
sand,ground,1
sand,snow,1
sand,water,1
blow,cloth,1
sandwich,chees,1
sandwich,chicken,1
sandwich,cooki,1
sandwich,custom,1
sandwich,meal,1
sandwich,pan,1
bloom,leaf,1
bloom,declin,1
sauc,avocado,1
sauc,bowl,1
sauc,rice,1
rock,mountain,1
rock,it,1
refriger,kitchen,1
retro,soup,1
restaur,cafe,1
restaur,lobbi,1
restaur,market,1
restaur,park,1
restaur,room,1
restaur,stall,1
restaur,starbuck,1
restaur,street,1
restaur,tabl,1
restaur,wooden,1
restroom,bin,1
boat,trailer,1
ribbon,collar,1
rock,ice,1
ribbon,horn,1
ribbon,nose,1
ribbon,tree,1
ride,bu,1
ride,puppi,1
ride,tour,1
rider,athlet,1
boat,rooftop,1
rider,head,1
boat,river,1
boat,raft,1
rider,woman,1
boat,vehicl,1
restaur,bar,1
bodi,wall,1
bodt,hors,1
refriger,mirror,1
refriger,oven,1
book,doll,1
refriger,wall,1
refriger,window,1
region,denver,1
relax,sleep,1
book,comput,1
relish,cabbag,1
remot,bottl,1
remot,coffe,1
remot,control,1
remot,glass,1
book,cloth,1
book,camera,1
book,articl,1
remot,someon,1
remot,u,1
rent,bridg,1
repair,construct,1
bomb,polic,1
resid,london,1
resid,style,1
resort,beach,1
resort,run,1
boat,peopl,1
ring,yarn,1
boat,man,1
road,path,1
road,runway,1
road,school,1
road,street,1
road,sun,1
road,taxi,1
road,top,1
board,machin,1
board,knife,1
road,truck,1
board,instructor,1
board,ice,1
roadway,mumbai,1
roadway,school,1
roadway,standbi,1
roadway,street,1
robe,mask,1
robot,rover,1
rock,beach,1
rock,branch,1
rock,camera,1
rock,citi,1
rock,dirt,1
rock,flower,1
rock,grass,1
board,bank,1
board,phone,1
road,park,1
boat,lake,1
board,ramp,1
river,car,1
river,cliff,1
river,fountain,1
boat,island,1
boat,hous,1
river,sink,1
river,train,1
river,water,1
boat,gun,1
boat,cano,1
boat,bodi,1
boarder,jumper,1
boarder,boat,1
road,driveway,1
boardcabbag,tabl,1
board,tree,1
board,teeth,1
board,tabl,1
road,hous,1
road,lake,1
road,lawn,1
board,saw,1
board,room,1
road,neighborhood,1
board,river,1
star,spread,1
street,bicycl,1
beer,book,1
veget,drink,1
vapor,blood,1
vase,box,1
vase,case,1
vase,garden,1
babi,femal,1
babi,bull,1
vase,road,1
vase,row,1
vase,tabl,1
vase,woman,1
veget,chees,1
veget,chicken,1
veget,flavor,1
vaniti,room,1
veget,food,1
veget,fruit,1
veget,leav,1
veget,milk,1
veget,pancak,1
veget,peopl,1
veget,plant,1
veget,potato,1
veget,product,1
veget,sauc,1
veget,water,1
veget,wood,1
vaniti,shower,1
vaniti,desk,1
veggi,cooki,1
umbrella,window,1
type,sleep,1
umbrella,bag,1
umbrella,bike,1
umbrella,canopi,1
umbrella,chair,1
background,blue,1
backdrop,lion,1
backdrop,flag,1
umbrella,light,1
back,roof,1
umbrella,rainbow,1
umbrella,towel,1
babi,pet,1
vaniti,custom,1
babi,man,1
under,cow,1
underneath,walk,1
underpass,track,1
use,india,1
util,garbag,1
babi,lone,1
vampir,gold,1
van,contain,1
van,truck,1
vaniti,chair,1
vaniti,complet,1
veggi,biscuit,1
veggi,price,1
wall,ground,1
walk,train,1
wagon,truck,1
wait,celebr,1
waitress,woman,1
asleep,lay,1
wake,surf,1
artwork,mirror,1
artwork,light,1
walk,hang,1
artwork,doll,1
walk,run,1
walk,sit,1
art,sticker,1
walker,window,1
volvo,car,1
art,pictur,1
walkway,street,1
walkway,wall,1
wall,balloon,1
wall,bat,1
wall,build,1
wall,clock,1
wall,comput,1
wall,door,1
wall,fenc,1
arrow,fact,1
wall,flower,1
waffl,bowl,1
volleybal,basketbal,1
vehicl,boat,1
automobil,buse,1
baaebal,cricket,1
axl,axe,1
axe,other,1
avalanch,construct,1
vehicl,men,1
vehicl,night,1
vehicl,pole,1
automobil,truck,1
vendor,galleri,1
vendor,style,1
vest,cage,1
vest,colleg,1
video,board,1
volley,tenni,1
attent,rest,1
video,golf,1
view,light,1
athlet,anim,1
view,pair,1
view,person,1
assort,bag,1
view,video,1
vine,glass,1
vine,plant,1
vintag,loung,1
vintag,wed,1
type,chess,1
type,chair,1
twin,bunk,1
tree,mountain,1
ball,chair,1
tree,ground,1
tree,hand,1
tree,home,1
tree,hors,1
ball,burn,1
tree,iraq,1
ball,bead,1
tree,light,1
tree,lion,1
tree,man,1
tree,montreal,1
tree,noth,1
tree,field,1
tree,overhead,1
tree,palm,1
tree,peopl,1
tree,plant,1
tree,rock,1
tree,sochi,1
ball,bat,1
balconi,campu,1
tree,tree,1
tree,truck,1
tree,vine,1
tree,wildlif,1
tree,flower,1
tree,femal,1
tv,youtub,1
tray,spoon,1
train,varieti,1
balloon,furnitur,1
transfer,express,1
transit,citi,1
ball,write,1
transport,dump,1
ball,woman,1
trash,soda,1
tray,bag,1
tray,burger,1
tray,cake,1
ball,tree,1
tray,stick,1
tree,dog,1
treat,dish,1
tree,bethlehem,1
tree,box,1
tree,bridg,1
tree,build,1
tree,bush,1
ball,soccer,1
tree,children,1
tree,cone,1
tree,corn,1
tree,cow,1
ball,rope,1
bake,deliveri,1
trick,lift,1
trick,rope,1
background,stove,1
tub,sink,1
tub,tabl,1
backpack,mouth,1
tube,mirror,1
tube,pineappl,1
tuna,chicken,1
tunnel,boston,1
tunnel,bridg,1
tunnel,station,1
backpack,child,1
tv,bed,1
backpack,bear,1
background,school,1
baggag,box,1
tv,fireplac,1
tv,footbal,1
tv,light,1
tv,mirror,1
tv,monitor,1
tv,noth,1
tv,person,1
tv,pool,1
tv,scene,1
background,hill,1
tv,spot,1
tv,toilet,1
backyard,fenc,1
tub,mirror,1
tub,mat,1
tshirt,hat,1
trike,vehicl,1
trip,child,1
baggag,blood,1
tripod,desk,1
tripod,microphon,1
trolley,cart,1
trolley,sport,1
trophi,glass,1
bag,towel,1
trough,zoo,1
truck,bu,1
bag,sandwich,1
truck,coffe,1
truck,dart,1
bag,board,1
truck,highway,1
truck,hous,1
truck,pedestrian,1
truck,peopl,1
truck,street,1
truck,taxi,1
badminto,pokemon,1
truck,while,1
truck,window,1
trunk,feet,1
armi,airbu,1
arm,throat,1
bedroom,hous,1
woman,teacher,1
airplan,bicycl,1
woman,it,1
airplan,apart,1
woman,parent,1
airlin,truck,1
woman,phone,1
airlin,fighter,1
air,toy,1
air,sun,1
woman,sofa,1
air,street,1
woman,tabl,1
woman,tree,1
woman,ground,1
air,seat,1
air,park,1
air,ocean,1
women,dog,1
air,hous,1
women,guy,1
women,hors,1
women,men,1
air,fighter,1
women,parent,1
air,cloud,1
air,cargo,1
woman,guy,1
airplan,car,1
women,refuge,1
wipe,candi,1
airport,arizona,1
window,toilet,1
window,traffic,1
window,tree,1
window,tv,1
window,window,1
windowsil,tabl,1
airport,amsterdam,1
wine,sauc,1
airplan,spaceship,1
wine,wed,1
wing,rock,1
wire,devic,1
woman,custom,1
wire,monitor,1
airplan,fighter,1
wire,wall,1
airplan,eagl,1
airplan,drone,1
woman,boy,1
woman,bun,1
woman,chef,1
woman,chest,1
woman,cook,1
woman,coupl,1
woman,crowd,1
women,player,1
women,student,1
wall,it,1
yellow,pink,1
wrap,sandwich,1
wrestl,wed,1
adult,young,1
adult,person,1
yard,india,1
adult,nba,1
yard,platform,1
adult,mother,1
yard,station,1
yard,street,1
yellow,flower,1
yellow,freight,1
yield,right,1
woven,fruit,1
adult,guy,1
youngster,guy,1
zebra,boy,1
adult,friend,1
adult,eleph,1
adult,eagl,1
zebra,plant,1
zebra,sheep,1
zone,space,1
adult,dozen,1
adult,babi,1
act,line,1
wrap,light,1
worm,rice,1
women,sunglass,1
wooden,brass,1
women,tabl,1
wood,area,1
air,background,1
air,atlant,1
wood,grass,1
wood,kitchen,1
wood,power,1
wood,road,1
wood,tea,1
wood,them,1
air,area,1
wooden,alarm,1
wooden,grandfath,1
world,hous,1
wooden,park,1
air,alp,1
woodland,retro,1
age,gender,1
work,bathroom,1
work,cpr,1
work,dump,1
work,laundri,1
work,up,1
worker,peopl,1
worker,women,1
world,compani,1
airport,dawn,1
airport,scene,1
window,shower,1
water,road,1
water,heart,1
water,honey,1
area,classroom,1
water,leg,1
water,milk,1
water,pacif,1
arch,aquarium,1
water,peopl,1
water,plastic,1
aqueduct,roof,1
applianc,tile,1
applianc,furnitur,1
water,rock,1
water,fish,1
water,side,1
water,snow,1
water,storm,1
water,tabl,1
water,templ,1
appl,grape,1
water,turtl,1
water,wind,1
water,window,1
water,wine,1
water,winter,1
water,wood,1
area,desert,1
area,door,1
window,shelter,1
warehous,stand,1
wall,kettl,1
wall,line,1
wall,roof,1
arm,neck,1
wall,sink,1
wall,stripe,1
arm,head,1
wall,tree,1
wall,tripod,1
wall,water,1
wallpap,bench,1
warehous,brick,1
wash,drink,1
water,candi,1
watch,gestur,1
area,pastur,1
watch,woman,1
area,park,1
water,airport,1
water,arctic,1
water,background,1
area,lamp,1
water,blood,1
water,bridg,1
water,build,1
water,canada,1
appl,fruit,1
waterfal,tree,1
waterfront,sport,1
anim,children,1
wilder,desert,1
wilder,foreground,1
wilder,forest,1
wildlif,plant,1
wind,mini,1
anim,peopl,1
window,box,1
anim,lion,1
window,car,1
window,carpet,1
anim,donkey,1
window,church,1
window,couch,1
waterscap,sky,1
window,desk,1
window,furnitur,1
window,hole,1
akit,rock,1
airport,street,1
window,lamp,1
window,light,1
window,microwav,1
window,mirror,1
window,night,1
window,pipe,1
window,rock,1
wild,wood,1
wild,desert,1
wii,kid,1
wii,game,1
waterway,boat,1
wave,canal,1
wave,cliff,1
wave,colorado,1
wave,fish,1
apart,shop,1
wave,motorcycl,1
anim,turtl,1
wave,shark,1
wave,sun,1
wave,tree,1
wave,tunnel,1
wave,water,1
wave,wet,1
way,countri,1
way,hazard,1
way,light,1
wear,shoe,1
wharehous,truck,1
wheel,hair,1
whine,wine,1
whoa,stop,1
width,mouth,1
wig,backpack,1
wii,ball,1
balloon,rock,1
balloon,tank,1
train,ship,1
suit,photo,1
sub,sandwich,1
substanc,sauc,1
suburb,shop,1
beach,island,1
beach,hors,1
subway,tunnel,1
suit,bikini,1
suit,court,1
beach,grass,1
suit,gun,1
suit,hat,1
suit,head,1
suit,plastic,1
style,rusti,1
suit,shirt,1
suit,sweater,1
beach,floor,1
suit,wheelchair,1
beach,field,1
suitcas,bookstor,1
suitcas,box,1
suitcas,purs,1
suitcas,shirt,1
suitcas,suitcas,1
summer,hawaii,1
sun,grass,1
beach,ledg,1
style,butterfli,1
sun,netherland,1
structur,build,1
street,warn,1
street,work,1
beach,playground,1
stretch,race,1
string,peopl,1
string,tree,1
strip,runway,1
strip,site,1
stripe,bamboo,1
stripe,bow,1
stripe,horn,1
structur,boat,1
structur,tunnel,1
stunt,road,1
student,research,1
beach,orang,1
stuf,cute,1
stuf,femal,1
beach,ocean,1
stuf,ham,1
stuf,male,1
beach,liner,1
stuff,peopl,1
stuff,tabl,1
stuff,toy,1
stunt,paper,1
sun,mediterranean,1
sun,us,1
bamboo,govern,1
tabl,lamp,1
system,track,1
tabl,area,1
tabl,back,1
tabl,bar,1
tabl,board,1
tabl,box,1
tabl,burger,1
tabl,couch,1
batter,kid,1
tabl,fenc,1
tabl,garden,1
batter,coach,1
tabl,parti,1
syrup,sugar,1
tabl,person,1
bathroom,towel,1
tabl,room,1
tabl,school,1
tabl,season,1
bathroom,toilet,1
tabl,sink,1
tabl,spoon,1
tabl,stick,1
tabl,street,1
bathroom,supermarket,1
bathroom,suit,1
system,onlin,1
batter,water,1
sunglass,glass,1
surfac,stump,1
sunni,bay,1
sunris,swell,1
sunset,lake,1
sunset,moon,1
beach,dock,1
sunset,sea,1
beach,citi,1
beach,bluff,1
surf,swim,1
surf,yoga,1
surfac,bed,1
surfac,spoon,1
beach,back,1
swing,walk,1
surfboard,boat,1
surfboard,ground,1
surfboard,hors,1
beach,airport,1
surfboard,ship,1
surfer,men,1
surfer,peopl,1
surfer,thing,1
bay,lake,1
sweater,dress,1
sweet,bread,1
swing,turn,1
street,wall,1
beach,river,1
street,trail,1
stone,wood,1
bed,hotel,1
sticker,photo,1
still,center,1
bed,hallway,1
stock,up,1
stone,apart,1
stone,box,1
stone,burn,1
stone,marbl,1
stone,monkey,1
stone,other,1
stone,rock,1
stool,child,1
stick,mask,1
stool,light,1
stool,tabl,1
stool,tree,1
stop,highway,1
bed,field,1
stop,road,1
bed,door,1
bed,desk,1
bed,corner,1
stop,torch,1
stoplight,point,1
stoplight,river,1
bed,india,1
stick,hand,1
beach,road,1
bed,wall,1
station,garag,1
station,hotel,1
station,hous,1
bedroom,floor,1
station,night,1
station,robot,1
bedroom,driveway,1
statu,block,1
statu,bottl,1
bedroom,cabin,1
statu,fountain,1
statu,group,1
statu,man,1
stick,gun,1
bed,tv,1
bed,street,1
bed,shelf,1
steam,subway,1
steel,dirt,1
steel,park,1
bed,rug,1
bed,mirror,1
stepl,water,1
stereo,box,1
bed,jacket,1
stick,glove,1
storag,peel,1
storag,soup,1
store,chicken,1
street,mountain,1
street,floor,1
street,freeway,1
street,ground,1
street,hall,1
bead,mattress,1
street,hous,1
bead,line,1
street,lane,1
bead,case,1
street,led,1
street,librari,1
beach,track,1
street,neon,1
store,museum,1
street,night,1
street,playground,1
beach,sky,1
street,restaur,1
beach,shore,1
street,sidewalk,1
street,site,1
street,skylin,1
street,squar,1
street,stall,1
street,station,1
street,track,1
bear,deer,1
bear,doll,1
street,dollar,1
bear,leg,1
bed,children,1
store,restaur,1
store,stand,1
stove,grill,1
stove,home,1
stove,hous,1
stove,kitchen,1
bed,car,1
stove,roof,1
stove,skillet,1
strawberri,appl,1
strawberri,carrot,1
strawberri,flower,1
strawberri,lemon,1
stream,river,1
streeet,road,1
bed,balconi,1
street,beach,1
bread,sandwich,1
beard,grill,1
street,border,1
beard,glass,1
bear,statu,1
street,build,1
bear,sex,1
bathroom,rain,1
tabl,window,1
tabl,woman,1
towel,bench,1
top,hat,1
top,hijab,1
top,kid,1
top,mat,1
top,nap,1
top,sauc,1
bark,adult,1
tortilla,shell,1
bare,christma,1
bar,tree,1
tournament,park,1
tow,roof,1
towel,door,1
top,door,1
towel,smile,1
towel,someth,1
bar,shop,1
tower,hous,1
tower,man,1
tower,pyramid,1
tower,tree,1
bar,flag,1
town,bit,1
town,bronx,1
town,construct,1
bar,fenc,1
top,dress,1
top,coffe,1
toilet,cup,1
base,head,1
toilet,food,1
basebal,ball,1
base,woman,1
toilet,shelv,1
base,wall,1
base,star,1
toilet,toilet,1
toilet,towel,1
toilet,tub,1
base,smoke,1
base,rubber,1
tomato,mustard,1
tongu,friend,1
top,chees,1
base,golf,1
tongu,head,1
tongu,hose,1
tongu,neck,1
tool,cloth,1
toothbrush,bottl,1
base,flag,1
toothbrush,cup,1
barrier,sign,1
bark,flower,1
bark,branch,1
top,cake,1
bar,bar,1
town,houston,1
town,london,1
trailer,van,1
traffic,driver,1
banana,grape,1
banana,food,1
traffic,neon,1
traffic,peopl,1
banana,egg,1
trail,field,1
banana,campbel,1
banana,branch,1
trailer,flag,1
trailer,light,1
banana,beer,1
train,box,1
town,mall,1
train,bridg,1
banana,bamboo,1
train,buse,1
banana,bag,1
train,carriag,1
train,fire,1
train,light,1
train,line,1
train,man,1
train,men,1
train,polic,1
banana,bacon,1
traffic,cardboard,1
traffic,california,1
tractor,boat,1
trackbal,usb,1
town,moscow,1
town,park,1
town,station,1
toy,bed,1
toy,bone,1
toy,car,1
toy,dog,1
toy,farm,1
toy,fenc,1
toy,stuf,1
toy,wall,1
toy,water,1
toy,wrap,1
toy,zoo,1
track,broadway,1
track,bu,1
track,buse,1
track,car,1
banana,sugar,1
banana,strawberri,1
track,light,1
track,line,1
track,map,1
banana,place,1
banana,oak,1
toilet,door,1
basebal,box,1
tag,bag,1
bath,sink,1
televis,highway,1
bathroom,bedroom,1
televis,kitchen,1
televis,mirror,1
televis,movi,1
televis,parti,1
bathroom,bath,1
televis,radio,1
bathroom,apart,1
televis,stick,1
televis,tabl,1
televis,televis,1
televis,wall,1
televis,fire,1
televs,tabl,1
telivis,tv,1
templ,hous,1
bath,laundri,1
bath,dress,1
tenni,chess,1
bat,pit,1
tenni,hockey,1
tenni,it,1
tenni,nba,1
bat,gun,1
tenni,squash,1
televis,fireplac,1
bathroom,box,1
basebal,cub,1
teddi,hair,1
tail,flower,1
bathroom,play,1
bathroom,hous,1
tape,paper,1
bathroom,hand,1
tapestri,clock,1
taxi,build,1
taxi,dog,1
taxi,taxi,1
bathroom,gym,1
team,man,1
team,player,1
teen,boy,1
televis,courtroom,1
teen,model,1
teenag,boy,1
teenag,kid,1
teeth,hair,1
teeth,nail,1
telephon,smartphon,1
televis,bed,1
televis,book,1
bathroom,dress,1
