category,changed_from_baseline,frequency
modem,-0.17999999999999994,0
photocopier,-0.17999999999999994,0
garter snake,-0.17999999999999994,0
tailed frog,-0.17999999999999994,0
slide rule,-0.17999999999999994,0
borzoi,-0.17999999999999994,0
analog clock,-0.18,0
cd player,-0.18,0
irish setter,-0.18,0
trombone,-0.18,0
welsh springer spaniel,-0.18,0
border collie,-0.18,0
washbasin,-0.18000000000000005,0
red wine,-0.18000000000000005,0
african hunting dog,-0.18000000000000005,0
wood rabbit,-0.18000000000000005,0
cornet,-0.18000000000000005,0
rhinoceros beetle,-0.19999999999999996,0
whiskey jug,-0.19999999999999996,0
american staffordshire terrier,-0.19999999999999996,0
electric guitar,-0.19999999999999996,0
apron,-0.19999999999999996,0
acoustic guitar,-0.19999999999999996,0
mortarboard,-0.19999999999999996,0
japanese spaniel,-0.19999999999999998,0
barber chair,-0.2,0
spindle,-0.2,0
indri,-0.20000000000000007,0
guenon,-0.20000000000000007,0
polecat,-0.20000000000000007,0
walking stick,-0.21999999999999997,0
passenger car,-0.21999999999999997,0
spoonbill,-0.21999999999999997,0
bolete,-0.21999999999999997,0
basketball,-0.21999999999999997,0
cello,-0.21999999999999997,0
standard schnauzer,-0.21999999999999997,0
kerry blue terrier,-0.21999999999999997,0
cowboy hat,-0.21999999999999997,0
reflex camera,-0.22000000000000003,0
cocktail shaker,-0.22000000000000003,0
meat loaf,-0.22000000000000003,0
desktop computer,-0.22000000000000003,0
european fire salamander,-0.22000000000000008,0
bighorn,-0.24,0
consomme,-0.25999999999999995,0
espresso,-0.25999999999999995,0
box turtle,-0.26,0
african chameleon,-0.26,0
scotch terrier,-0.26,0
green mamba,-0.28,0
toy terrier,-0.28,0
airedale,-0.29999999999999993,0
labrador retriever,-0.29999999999999993,0
langur,-0.3,0
rock python,-0.3,0
warthog,-0.3,0
ringlet,-0.3,0
whiptail,-0.31999999999999995,0
black and gold garden spider,-0.32000000000000006,0
motor scooter,-0.38000000000000006,0
siamang,-0.39999999999999997,0
airliner,-0.4,1
football helmet,-0.42,0
bassinet,-0.44,0
walker hound,-0.45999999999999996,0
planetarium,-0.46,0
