Unnamed: 0,index,caption_1,caption_2,filename,type,image_id,source_file,destination_file,label_1,label_2,label_3,label,correct
3576,4265,A bused fire hydrant sitting on top of a sidewalk next to a street.,A bused fire hydrant sitting on top of a sidewalk next to a train.,427500_4,original,3576,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/427500_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3576.jpg,caption_1,,,caption_1,correct
3577,16886,A male tennis player waiting to return the ball.,A male basketball player waiting to return the ball.,530820_3,counterfactual,3577,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/530820_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3577.jpg,caption_2,,,caption_2,correct
3578,20743,A camera is placed next to a cellular phone.,A camera is placed next to a cellular tower.,446207_2,original,3578,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/446207_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3578.jpg,caption_1,,,caption_1,correct
3579,4880,A group of geese swimming in water near a wooded area.,A group of geese sit in water near a wooded area.,23230_1,original,3579,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/23230_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3579.jpg,caption_1,,,caption_1,correct
3580,6056,"A No bicycles, skates or skateboards sign on a pole.","A No bicycles, skates or skateboards sign on a sidewalk.",226111_0,original,3580,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/226111_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3580.jpg,caption_1,,,caption_1,correct
3581,6643,A street light on a street corner with cars driving on it. ,A street car on a street corner with cars driving on it.,260266_4,counterfactual,3581,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/260266_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3581.jpg,neither,,,caption_2,neither
3582,3536,A city street at night filled with blurry traffic.,A city street at night filled with foot traffic.,565012_3,original,3582,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/565012_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3582.jpg,caption_1,,,caption_1,correct
3583,14395,Five small boys sitting on the grass holding two frisbees,Five small boys sitting on the floor holding two frisbees,6954_3,original,3583,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/6954_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3583.jpg,caption_1,,,caption_1,correct
3584,23191,A man swinging a tennis racquet at a ball on a court.,A boy swinging a tennis racquet at a ball on a court.,236426_0,counterfactual,3584,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/236426_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3584.jpg,caption_2,,,caption_2,correct
3585,9275,A cat laying inside of a sink under a fixture.,A cat laying inside of a box under a fixture.,181859_1,original,3585,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/181859_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3585.jpg,caption_1,,,caption_1,correct
3586,13836,a man on a skateboard jumping over a stairway,a man on a skateboard jumping over a railing,68628_3,counterfactual,3586,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/68628_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3586.jpg,caption_2,,,caption_2,correct
3587,14521,A guy wear a short khaki pants and brown tee is on a skate board.,A boy wear a short khaki pants and brown tee is on a skate board.,172649_1,counterfactual,3587,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/172649_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3587.jpg,both,,,caption_2,both
3588,20273,An old clock hangs on the wall and gives the time.,An old calendar hangs on the wall and gives the time.,167353_4,original,3588,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/167353_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3588.jpg,caption_1,,,caption_1,correct
3589,12656,Two men smile as they ride horses on the beach.,Two men smile as they ride bikes on the beach.,7281_0,counterfactual,3589,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/7281_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3589.jpg,caption_2,,,caption_2,correct
3590,7397,A view of a parking lot with parking meters.,A view of a parking garage with parking meters.,369751_4,counterfactual,3590,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/369751_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3590.jpg,caption_1,,,caption_2,incorrect
3591,15034,This is a still life of fruit and an old man.,This is a still image of fruit and an old man.,110999_3,counterfactual,3591,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/110999_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3591.jpg,caption_1,,,caption_2,incorrect
3592,18892,A woman smiling and looking at a delicious looking pizza,A girl smiling and looking at a delicious looking pizza,292024_1,counterfactual,3592,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/292024_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3592.jpg,caption_2,,,caption_2,correct
3593,24004,Group of adults enjoying food and conversation together.,Group of friends enjoying food and conversation together.,483999_3,original,3593,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/483999_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3593.jpg,caption_1,,,caption_1,correct
3594,13916,A table topped with bananas next to a coin.,A table topped with bananas next to a tree.,457262_0,counterfactual,3594,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/457262_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3594.jpg,neither,,,caption_2,neither
3595,9978,Beautiful view of two cruise ships at dock.,Beautiful view of two cruise ships at sunset.,289741_4,counterfactual,3595,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/289741_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3595.jpg,caption_2,,,caption_2,correct
3596,9131,A small boat traveling in the water filled with people holding umbrellas.,A small boat traveling in the water filled with children holding umbrellas.,212800_1,counterfactual,3596,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/212800_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3596.jpg,caption_2,,,caption_2,correct
3597,21241,Three people on a beach with kites in the sky.,Three men on a beach with kites in the sky.,570756_3,counterfactual,3597,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/570756_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3597.jpg,caption_2,,,caption_2,correct
3598,8750,Altered photograph of a case full of paperback novels,Altered photograph of a shelf full of paperback novels,389315_0,original,3598,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/389315_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3598.jpg,caption_1,,,caption_1,correct
3599,10160,Black cat fell asleep on top of someones keyboard.,Black cat fell asleep on top of someones head.,311789_2,counterfactual,3599,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/311789_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3599.jpg,caption_2,,,caption_2,correct
3600,15522,The person holds a plate with two red apples near pedestrians holding umbrellas. ,The person holds a plate with two red lights near pedestrians holding umbrellas.,537506_2,original,3600,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/537506_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3600.jpg,neither,,,caption_1,neither
3601,18370,A girl sitting around a table in a restaurant eating a pizza.  ,A girl sitting around a table in a restaurant eating a meal.,25603_2,counterfactual,3601,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/25603_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3601.jpg,caption_2,,,caption_2,correct
3602,7126,The elk have horns and are eating grass. ,The animals have horns and are eating grass.,474881_2,original,3602,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/474881_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3602.jpg,caption_1,,,caption_1,correct
3603,20127,A vintage yellow refrigerator surrounded by wood cabinetry.,A vintage yellow kitchen surrounded by wood cabinetry.,187271_1,counterfactual,3603,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/187271_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3603.jpg,caption_2,,,caption_2,correct
3604,9107,"A cluttered collection of various items including a wig, shoes, umbrella and a photo.","A cluttered collection of various items including a backpack, shoes, umbrella and a photo.",382030_2,counterfactual,3604,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/382030_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3604.jpg,caption_1,,,caption_2,incorrect
3605,2512,A puppy has pulled toilet paper across the bathroom floor.,A puppy has pulled toilet paper across the gym floor.,61471_4,original,3605,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/61471_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3605.jpg,caption_1,,,caption_1,correct
3606,16482,Troisgros are piled up for sale at a busy market.,Troisgros are piled up for sale at a busy supermarket.,538236_2,original,3606,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/538236_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3606.jpg,caption_1,,,caption_1,correct
3607,2734,a bath room sink with  large mirror,a bath room complete with large mirror,178028_1,counterfactual,3607,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/178028_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3607.jpg,caption_2,,,caption_2,correct
3608,19137,A burger with a doughnut for the bun.,A bun with a doughnut for the bun.,297427_4,original,3608,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/297427_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3608.jpg,caption_1,,,caption_1,correct
3609,18668,A hotel room with a small television and a work desk.,A hotel room with a small bed and a work desk.,442323_3,counterfactual,3609,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/442323_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3609.jpg,caption_2,,,caption_2,correct
3610,11349,Some leafy trees are hiding a black bear.,Some palm trees are hiding a black bear.,461036_1,counterfactual,3610,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/461036_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3610.jpg,caption_2,,,caption_2,correct
3611,11960,A smiling woman is on a brown horse.,A smiling girl is on a brown horse.,275392_2,original,3611,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/275392_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3611.jpg,caption_1,,,caption_1,correct
3612,16645,a bed room with a neatly made bed with night stands,a bed room with a neatly made bed with night light,483050_2,original,3612,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/483050_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3612.jpg,caption_1,,,caption_1,correct
3613,16913,A white plate on a table topped with a sandwich.,A white plate on a table topped with a bowl.,344100_0,original,3613,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/344100_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3613.jpg,caption_1,,,caption_1,correct
3614,14221,A zebra with a left side pose while standing in a field.,A zebra with a left side pose while standing in a tree.,250758_4,counterfactual,3614,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/250758_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3614.jpg,caption_2,,,caption_2,correct
3615,7179,A group of giraffe standing next to each other on a dirt field.,A group of giraffe standing next to each other on a dirt road.,320425_0,original,3615,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/320425_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3615.jpg,caption_1,,,caption_1,correct
3616,20998,A large cathedral and clocktower building sits in front of an ocean with ferry and sailboats riding past.,A large cathedral and school building sits in front of an ocean with ferry and sailboats riding past.,36678_3,counterfactual,3616,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/36678_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3616.jpg,caption_2,,,caption_2,correct
3617,12217,"A dinner plate containing meat with gravy, carrots, bread, and cranberry sauce.","A dinner plate containing biscuits with gravy, carrots, bread, and cranberry sauce.",419312_2,original,3617,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/419312_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3617.jpg,caption_1,,,caption_1,correct
3618,18426,A person on a surfboard in the water.,A man on a surfboard in the water.,210915_4,counterfactual,3618,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/210915_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3618.jpg,caption_2,,,caption_2,correct
3619,22558,A woman standing in an un-lived in kitchen,A woman standing in an un-lived in house,369503_2,counterfactual,3619,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/369503_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3619.jpg,caption_2,,,caption_2,correct
3620,17147,A man and a little girl wearing snowboards. ,A boy and a little girl wearing snowboards.,36539_4,counterfactual,3620,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/36539_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3620.jpg,caption_2,,,caption_2,correct
3621,3160,a man falls off his skateboard in a skate park.,a boy falls off his skateboard in a skate park.,87038_4,original,3621,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/87038_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3621.jpg,caption_1,,,caption_1,correct
3622,14570,A bear with an aggressive face lumbers through a forest. ,A man with an aggressive face lumbers through a forest.,547519_1,original,3622,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/547519_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3622.jpg,caption_1,,,caption_1,correct
3623,3003,"a bowl with a mango, orange, and banana in it","a bowl with a lemon, orange, and banana in it",352618_4,counterfactual,3623,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/352618_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3623.jpg,caption_2,,,caption_2,correct
3624,13993,A plate of stir fry vegetables on white rice.,A plate of stir fry chicken on white rice.,447522_1,original,3624,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/447522_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3624.jpg,caption_1,,,caption_1,correct
3625,11511,A man and woman in a boat on a river.,A man and woman in a canoe on a river.,472298_1,original,3625,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/472298_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3625.jpg,caption_1,,,caption_1,correct
3626,24297,Five people sitting together at a table with Dixie cups.,Five kids sitting together at a table with Dixie cups.,579070_3,original,3626,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/579070_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3626.jpg,caption_2,,,caption_1,incorrect
3627,3331,People are walking and riding motorcycles on the street,People are walking and riding bikes on the street,296649_0,counterfactual,3627,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/296649_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3627.jpg,caption_2,,,caption_2,correct
3628,9898,Multipel pictures of a person on skateboard riding on sidewalk.,Multipel pictures of a person on skateboard riding on water.,161978_2,original,3628,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/161978_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3628.jpg,caption_1,,,caption_1,correct
3629,17103,A man in a blue shirt laying next to a yellow surfboard.,A man in a blue suit laying next to a yellow surfboard.,554595_3,counterfactual,3629,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/554595_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3629.jpg,caption_2,,,caption_2,correct
3630,19164,A young person jumping their snow board in the air as they ski down a mountain.,A young girl jumping their snow board in the air as they ski down a mountain.,407650_1,original,3630,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/407650_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3630.jpg,caption_1,,,caption_1,correct
3631,21085,A woman sitting down at a table with pizza.,A girl sitting down at a table with pizza.,240250_0,original,3631,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/240250_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3631.jpg,caption_2,,,caption_1,incorrect
3632,21798, A downtown city view from a high vantage point at night.,A downtown Seattle view from a high vantage point at night.,466416_2,counterfactual,3632,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/466416_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3632.jpg,caption_1,,,caption_2,incorrect
3633,14566,a black bear walking toward a rock ,a black bear walking toward a tree,375015_2,counterfactual,3633,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/375015_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3633.jpg,caption_2,,,caption_2,correct
3634,14355,two people standing on a paved sidewalk with skateboards,two men standing on a paved sidewalk with skateboards,538458_3,counterfactual,3634,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/538458_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3634.jpg,caption_2,,,caption_2,correct
3635,11806,Several animals standing in the grass near a lake.,Several cows standing in the grass near a lake.,129416_1,counterfactual,3635,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/129416_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3635.jpg,caption_2,,,caption_2,correct
3636,4104,A person sheering the wool off a sheep.,A dog sheering the wool off a sheep.,500477_4,original,3636,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/500477_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3636.jpg,caption_1,,,caption_1,correct
3637,17519,A cluttered living room with figurines on a display case and photographs on the wall.,A cluttered living room with books on a display case and photographs on the wall.,453341_1,original,3637,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/453341_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3637.jpg,caption_1,,,caption_1,correct
3638,17445,A bottle is next to a hotdog on foil.,A bottle is next to a hotdog on Amazon.,460929_2,original,3638,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/460929_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3638.jpg,caption_1,,,caption_1,correct
3639,2732,A group of kids holding teddy bears and looking happy.,A group of people holding teddy bears and looking happy.,276018_3,original,3639,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/276018_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3639.jpg,caption_1,,,caption_1,correct
3640,4058,A stop sign is standing next to a road in the snow.,A stop sign is standing next to a road in the background.,232646_3,original,3640,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/232646_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3640.jpg,caption_1,,,caption_1,correct
3641,18976,Plates  of food and glasses of wine sitting on a table,Plates of food and glasses of water sitting on a table,99039_0,counterfactual,3641,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/99039_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3641.jpg,caption_2,,,caption_2,correct
3642,8317,A canoe boat with 2 people sailing with mountainous background.,A fishing boat with 2 people sailing with mountainous background.,496597_4,original,3642,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/496597_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3642.jpg,caption_1,,,caption_1,correct
3643,10184,A man on snow skis with his dog.,A boy on snow skis with his dog.,80153_1,original,3643,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/80153_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3643.jpg,caption_1,,,caption_1,correct
3644,17853,a person using a parachute with a wake board,a person using a parachute with a safety board,563349_1,original,3644,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/563349_1.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3644.jpg,caption_1,,,caption_1,correct
3645,702,A man rides a large motorcycle on a freeway.,A man rides a large motorcycle on a road.,553776_0,counterfactual,3645,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/553776_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3645.jpg,caption_2,,,caption_2,correct
3646,21417,A couple sitting on a couch holding Wii remotes. ,A couple sitting on a couch holding Wii games.,319100_3,counterfactual,3646,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/319100_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3646.jpg,caption_2,,,caption_2,correct
3647,11249,A dairy cow is being milked by machine..,A dairy cow is being milked by cows..,14888_3,original,3647,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/14888_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3647.jpg,caption_1,,,caption_1,correct
3648,9656,A man in a suit is wearing a lit up tie.,A man in a suit is wearing a tie up tie.,21604_0,counterfactual,3648,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/21604_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3648.jpg,caption_2,,,caption_2,correct
3649,19484,"A box full of matching, ridged donuts with glaze.","A bowl full of matching, ridged donuts with glaze.",322211_0,counterfactual,3649,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/322211_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3649.jpg,caption_1,,,caption_2,incorrect
3650,22684,A gray cat standing on the top of a refrigerator.,A gray cat standing on the top of a tree.,14007_4,counterfactual,3650,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/14007_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3650.jpg,caption_2,,,caption_2,correct
3651,5921,A large number of sheep walking on a sidewalk,A large number of sheep walking on a road,534394_4,original,3651,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/534394_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3651.jpg,caption_1,,,caption_1,correct
3652,18652,A bunch of people are looking over a tennis volley net while a young boy wearing glasses is bouncing a tennis ball ,A bunch of girls are looking over a tennis volley net while a young boy wearing glasses is bouncing a tennis ball,177065_2,counterfactual,3652,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/177065_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3652.jpg,neither,,,caption_2,neither
3653,23069,Kid is over joyed as he flies his multi colored kite,Kid is over joyed as he flies his multi colored wings,130586_3,original,3653,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/130586_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3653.jpg,caption_1,,,caption_1,correct
3654,5852,A black bird is eating a berry from a bush.,A black squirrel is eating a berry from a bush.,176847_4,counterfactual,3654,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/176847_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3654.jpg,caption_2,,,caption_2,correct
3655,8462,a dog following a man on his horse in a field,a man following a man on his horse in a field,79229_0,counterfactual,3655,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/79229_0.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3655.jpg,neither,,,caption_2,neither
3656,23837,A man looking through a thumb hole on a scissors.,A boy looking through a thumb hole on a scissors.,500716_4,original,3656,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/500716_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3656.jpg,caption_1,,,caption_1,correct
3657,13866,A pitcher at a baseball game who has just thrown the ball.,A kid at a baseball game who has just thrown the ball.,153797_3,original,3657,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/153797_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3657.jpg,caption_1,,,caption_1,correct
3658,4246,The transit train stretches down the track under the power lines.,The steam train stretches down the track under the power lines.,578967_4,original,3658,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/578967_4.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3658.jpg,caption_1,,,caption_1,correct
3659,24248,A vase is filled with a bouquet of tulips. ,A vase is filled with a bouquet of flowers.,550426_3,original,3659,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/550426_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3659.jpg,caption_1,,,caption_1,correct
3660,18820,A tooth brush sits next to a toy.,A tooth brush sits next to a table.,521405_3,counterfactual,3660,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/counter_images/521405_3.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3660.jpg,caption_2,,,caption_2,correct
3661,2188,There is a row of used and broken toilets in a field.,There is a row of used and broken toilets in a corner.,458054_2,original,3661,/export/share/projects/mcai/counterfactual_tile/instruct-pix2pix/images_slurm/origin_images/458054_2.jpg,/export/share/projects/mcai/counterfactuals_2/output/data_for_annotation/images/3661.jpg,caption_1,,,caption_1,correct
